,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
7528,63,retired,married,secondary,no,564,no,no,cellular,26,feb,113,6,97,2,failure,no
7529,38,management,married,tertiary,no,1040,yes,no,unknown,18,jun,69,1,-1,0,unknown,no
7530,33,management,married,tertiary,no,358,no,no,unknown,17,jun,9,1,-1,0,unknown,no
7531,45,technician,married,tertiary,no,1131,yes,no,cellular,5,feb,1618,1,-1,0,unknown,no
7532,38,management,married,tertiary,no,931,no,no,cellular,20,jul,71,6,-1,0,unknown,no
7533,39,technician,married,secondary,no,223,yes,no,cellular,18,nov,455,1,146,1,failure,no
7534,64,retired,married,secondary,no,150,no,no,cellular,8,jan,63,1,142,1,failure,no
7535,37,technician,single,tertiary,no,284,no,no,cellular,13,jul,89,9,-1,0,unknown,no
7536,28,management,married,tertiary,no,919,no,no,cellular,24,may,281,1,98,6,failure,no
7537,48,entrepreneur,married,secondary,no,558,yes,no,unknown,15,may,316,1,-1,0,unknown,no
7538,35,services,married,secondary,no,339,no,no,cellular,6,mar,192,1,-1,0,unknown,no
7539,35,management,single,tertiary,no,262,yes,no,cellular,18,nov,430,1,183,1,failure,no
7540,30,technician,married,secondary,no,332,yes,no,cellular,18,jul,80,1,-1,0,unknown,no
7541,26,technician,single,secondary,no,729,yes,no,unknown,8,may,124,2,-1,0,unknown,no
7542,37,management,single,tertiary,no,1660,yes,no,cellular,16,jul,87,2,-1,0,unknown,no
7543,31,management,single,tertiary,no,1295,yes,no,cellular,19,may,124,1,347,1,failure,no
7544,29,management,married,tertiary,no,2731,yes,no,cellular,8,apr,74,2,-1,0,unknown,no
7545,34,admin.,single,secondary,no,-552,yes,yes,cellular,30,jul,58,3,-1,0,unknown,no
7546,45,technician,married,secondary,no,1126,yes,no,unknown,23,may,264,2,-1,0,unknown,yes
7547,53,self-employed,married,unknown,no,300,no,no,unknown,29,may,147,2,-1,0,unknown,no
7548,35,blue-collar,married,secondary,no,1165,yes,no,cellular,30,aug,85,1,-1,0,unknown,no
7549,44,blue-collar,married,primary,no,7236,yes,yes,unknown,15,may,82,3,-1,0,unknown,no
7550,28,management,single,tertiary,no,1056,yes,no,cellular,20,nov,89,1,-1,0,unknown,no
7551,51,blue-collar,married,secondary,no,97,yes,yes,cellular,9,jan,272,1,289,1,failure,no
7552,43,management,married,tertiary,no,573,no,no,cellular,14,aug,58,1,194,1,failure,no
7553,31,technician,single,tertiary,no,-78,no,no,cellular,23,aug,94,4,-1,0,unknown,no
7554,37,services,married,secondary,no,110,no,no,cellular,20,aug,146,11,-1,0,unknown,no
7555,32,admin.,married,secondary,no,45,yes,no,cellular,20,feb,9,7,186,4,failure,no
7556,54,self-employed,married,secondary,no,364,no,no,cellular,25,may,62,1,184,1,failure,no
7557,49,blue-collar,married,primary,no,600,yes,no,unknown,9,may,38,1,-1,0,unknown,no
7558,49,entrepreneur,married,tertiary,no,-6,no,yes,unknown,16,jun,16,11,-1,0,unknown,no
7559,35,blue-collar,married,secondary,no,1115,yes,no,cellular,14,aug,177,4,-1,0,unknown,no
7560,30,blue-collar,single,secondary,no,2020,yes,no,cellular,18,may,181,2,-1,0,unknown,no
7561,35,blue-collar,married,primary,no,-268,no,no,cellular,8,jul,172,2,-1,0,unknown,no
7562,26,technician,single,secondary,no,2042,no,no,cellular,12,jun,391,1,-1,0,unknown,yes
7563,36,services,married,secondary,no,588,yes,no,cellular,31,jul,94,2,-1,0,unknown,no
7564,55,unknown,married,primary,no,1831,no,no,unknown,8,jun,247,1,-1,0,unknown,no
7565,36,management,married,tertiary,no,735,yes,no,unknown,9,may,109,1,-1,0,unknown,no
7566,54,management,married,tertiary,no,416,yes,no,cellular,5,apr,1592,1,-1,0,unknown,yes
7567,54,technician,married,secondary,no,552,yes,no,unknown,4,jun,193,2,-1,0,unknown,no
7568,54,self-employed,married,secondary,no,-287,no,no,cellular,15,jul,201,1,-1,0,unknown,no
7569,33,blue-collar,married,primary,no,660,no,no,cellular,12,nov,282,2,-1,0,unknown,no
7570,38,services,married,tertiary,no,84,no,no,cellular,14,may,112,2,-1,0,unknown,no
7571,36,blue-collar,single,secondary,no,177,yes,yes,cellular,7,jan,593,1,284,1,failure,no
7572,29,blue-collar,married,secondary,no,302,yes,no,cellular,26,jan,76,1,150,1,failure,no
7573,39,technician,married,secondary,no,321,yes,no,cellular,5,jul,112,2,-1,0,unknown,no
7574,36,entrepreneur,married,tertiary,no,33,yes,no,cellular,6,jul,41,3,-1,0,unknown,no
7575,37,blue-collar,single,secondary,no,460,yes,no,cellular,7,may,68,1,328,5,failure,no
7576,31,services,married,secondary,no,350,yes,no,cellular,14,jul,71,1,-1,0,unknown,no
7577,31,blue-collar,married,primary,no,488,no,no,cellular,7,jan,499,3,-1,0,unknown,no
7578,58,blue-collar,married,secondary,no,737,no,yes,cellular,18,nov,191,2,-1,0,unknown,no
7579,32,management,single,tertiary,no,38,no,no,cellular,29,aug,234,2,-1,0,unknown,no
7580,40,technician,married,secondary,no,188,yes,no,cellular,25,jul,184,1,-1,0,unknown,no
7581,36,admin.,single,secondary,no,-115,no,yes,unknown,7,jun,62,1,-1,0,unknown,no
7582,47,blue-collar,married,secondary,no,230,yes,yes,unknown,7,jun,11,7,-1,0,unknown,no
7583,49,self-employed,married,secondary,no,334,no,no,unknown,9,jun,741,2,-1,0,unknown,no
7584,34,blue-collar,married,secondary,no,-514,yes,no,unknown,26,may,1860,2,-1,0,unknown,no
7585,31,blue-collar,single,primary,no,-227,yes,yes,unknown,15,may,66,2,356,0,unknown,no
7586,35,management,married,tertiary,no,-1220,yes,no,cellular,20,nov,3,1,-1,0,unknown,no
7587,53,entrepreneur,married,tertiary,no,611,no,no,cellular,3,jul,264,1,-1,0,unknown,no
7588,43,management,married,secondary,no,779,no,no,unknown,14,may,228,1,-1,0,unknown,no
7589,35,blue-collar,married,secondary,no,243,yes,no,cellular,2,feb,36,1,-1,0,unknown,no
7590,57,management,married,tertiary,no,1666,yes,no,unknown,1,jun,58,1,-1,0,unknown,no
7591,39,management,married,tertiary,no,464,yes,no,cellular,20,apr,298,1,-1,0,unknown,no
7592,33,admin.,single,secondary,no,222,yes,no,cellular,11,may,85,2,-1,0,unknown,yes
7593,60,management,married,tertiary,no,1198,no,no,cellular,2,jun,182,2,97,3,failure,no
7594,31,blue-collar,married,secondary,no,3,yes,no,cellular,25,may,179,1,359,1,failure,no
7595,33,services,married,secondary,no,279,yes,no,cellular,12,may,85,1,282,2,failure,no
7596,43,admin.,married,secondary,no,478,no,no,unknown,6,jun,94,1,-1,0,unknown,no
7597,38,self-employed,married,secondary,no,46,no,no,unknown,16,jun,92,1,-1,0,unknown,no
7598,35,technician,married,secondary,no,-156,yes,no,cellular,17,apr,96,1,-1,0,unknown,no
7599,40,management,single,tertiary,no,2450,yes,no,cellular,24,may,428,1,-1,0,unknown,yes
7600,51,blue-collar,married,secondary,no,-293,yes,no,unknown,28,may,448,3,-1,0,unknown,no
7601,32,management,married,tertiary,no,567,yes,no,cellular,31,jul,159,4,-1,0,unknown,no
7602,32,management,single,tertiary,no,3128,yes,no,unknown,14,may,304,3,-1,0,unknown,no
7603,49,technician,married,secondary,no,-20,yes,no,cellular,13,jan,90,1,-1,0,unknown,no
7604,33,blue-collar,married,secondary,no,388,yes,no,cellular,7,may,6,7,351,4,failure,no
7605,37,blue-collar,single,secondary,no,-601,yes,no,cellular,4,may,28,7,357,1,other,no
7606,38,admin.,married,secondary,no,193,no,no,cellular,8,jul,8,1,-1,0,unknown,no
7607,31,admin.,married,secondary,no,975,yes,no,unknown,20,jun,503,2,-1,0,unknown,yes
7608,40,entrepreneur,single,secondary,no,81,yes,no,cellular,5,may,15,14,-1,0,unknown,no
7609,47,blue-collar,married,secondary,no,-70,yes,no,cellular,20,jul,123,1,-1,0,unknown,no
7610,41,technician,married,secondary,no,325,yes,no,cellular,31,jul,36,19,-1,0,unknown,no
7611,43,management,married,tertiary,no,31,yes,yes,cellular,16,apr,302,4,-1,0,unknown,no
7612,47,technician,married,secondary,no,168,no,no,unknown,17,may,124,2,-1,0,unknown,no
7613,32,management,married,secondary,no,75,no,no,cellular,26,aug,22,8,-1,0,unknown,no
7614,36,technician,married,tertiary,no,2738,yes,no,cellular,14,aug,90,2,-1,0,unknown,no
7615,27,technician,married,secondary,no,2116,yes,no,cellular,14,aug,93,3,-1,0,unknown,no
7616,35,technician,married,secondary,no,1220,yes,no,unknown,20,may,80,7,-1,0,unknown,no
7617,41,entrepreneur,married,tertiary,no,878,no,no,cellular,18,nov,136,1,-1,0,unknown,no
7618,33,blue-collar,married,secondary,no,127,yes,no,cellular,12,may,96,2,356,1,failure,no
7619,57,management,married,tertiary,no,811,yes,no,unknown,20,apr,465,1,-1,0,unknown,no
7620,53,blue-collar,married,primary,no,498,yes,no,unknown,7,jun,450,2,-1,0,unknown,no
7621,30,management,single,secondary,no,-21,no,no,cellular,15,jul,131,1,-1,0,unknown,no
7622,27,blue-collar,married,secondary,no,827,yes,yes,cellular,5,aug,35,11,-1,0,unknown,no
7623,50,blue-collar,married,primary,no,396,no,no,cellular,13,may,1009,3,-1,0,unknown,yes
7624,34,admin.,married,secondary,no,-46,no,no,cellular,24,jan,51,1,-1,0,unknown,no
7625,46,admin.,married,secondary,no,332,yes,no,unknown,5,may,46,1,-1,0,unknown,no
7626,48,technician,married,secondary,no,-119,no,no,cellular,16,jul,109,3,-1,0,unknown,no
7627,37,management,single,tertiary,no,676,no,no,unknown,20,jun,308,2,-1,0,unknown,no
7628,31,admin.,married,secondary,no,781,yes,yes,unknown,8,may,11,7,-1,0,unknown,no
7629,43,management,married,tertiary,no,1185,yes,no,unknown,20,nov,115,1,-1,0,unknown,no
7630,54,blue-collar,married,secondary,no,330,no,no,cellular,19,jul,343,1,-1,0,unknown,no
7631,36,management,married,tertiary,no,946,yes,no,cellular,28,apr,188,2,155,7,failure,no
7632,56,management,married,tertiary,no,-3,no,no,cellular,12,aug,11,4,-1,0,unknown,no
7633,33,blue-collar,married,secondary,no,3165,no,no,cellular,14,jul,15,8,-1,0,unknown,no
7634,30,technician,single,secondary,no,17,yes,no,unknown,19,may,534,1,-1,0,unknown,no
7635,38,management,married,secondary,no,-145,yes,no,cellular,20,nov,57,1,-1,0,unknown,no
7636,33,blue-collar,single,secondary,no,307,yes,no,cellular,18,may,316,2,-1,0,unknown,no
7637,33,technician,single,secondary,no,888,yes,no,cellular,19,may,6,12,-1,0,unknown,no
7638,51,self-employed,married,tertiary,no,89,no,no,cellular,12,feb,81,1,-1,0,unknown,no
7639,38,blue-collar,married,primary,no,3012,no,no,cellular,12,may,78,3,-1,0,unknown,no
7640,52,blue-collar,married,secondary,no,518,no,no,cellular,9,jul,409,3,-1,0,unknown,yes
7641,35,management,single,tertiary,no,111,yes,no,cellular,12,aug,126,1,-1,0,unknown,yes
7642,37,technician,married,secondary,no,-66,no,no,cellular,18,aug,850,2,-1,0,unknown,no
7643,38,blue-collar,married,secondary,no,33,yes,no,cellular,6,feb,47,1,125,1,failure,no
7644,34,admin.,single,secondary,no,79,yes,no,cellular,17,nov,16,1,-1,0,unknown,no
7645,50,blue-collar,married,secondary,no,710,yes,no,cellular,9,jul,154,11,-1,0,unknown,no
7646,28,management,married,tertiary,no,1150,no,no,cellular,4,jun,153,2,-1,0,unknown,no
7647,46,self-employed,married,secondary,no,304,no,no,unknown,4,may,204,2,-1,0,unknown,yes
7648,36,self-employed,married,tertiary,no,716,yes,no,cellular,4,may,177,4,-1,0,unknown,no
7649,37,technician,married,secondary,no,789,yes,no,cellular,3,apr,359,1,248,1,failure,no
7650,54,blue-collar,married,primary,no,24,yes,yes,cellular,17,jul,66,3,-1,0,unknown,no
7651,30,management,married,tertiary,no,2065,yes,no,cellular,12,nov,97,2,-1,0,unknown,no
7652,58,retired,married,secondary,no,479,yes,no,cellular,28,apr,62,2,-1,0,unknown,no
7653,43,technician,married,secondary,no,-35,yes,no,unknown,15,may,100,3,-1,0,unknown,no
7654,56,blue-collar,married,secondary,no,1012,yes,no,cellular,20,jul,150,4,-1,0,unknown,no
7655,46,management,married,tertiary,no,1531,yes,no,cellular,3,feb,390,1,131,5,failure,no
7656,35,services,married,secondary,no,-216,no,yes,cellular,14,jul,105,1,-1,0,unknown,no
7657,44,management,married,tertiary,no,591,yes,no,cellular,14,may,134,1,360,1,failure,no
7658,43,technician,married,secondary,no,42,yes,no,unknown,20,may,76,1,-1,0,unknown,no
7659,32,admin.,married,secondary,no,4,yes,yes,cellular,18,nov,9,1,-1,0,unknown,no
7660,47,blue-collar,married,secondary,no,282,yes,no,cellular,7,may,787,1,359,1,failure,no
7661,46,technician,married,secondary,no,-562,yes,no,unknown,4,may,90,2,-1,0,unknown,no
7662,31,technician,married,secondary,no,492,yes,no,unknown,15,may,77,2,-1,0,unknown,no
7663,33,blue-collar,single,secondary,no,-445,yes,no,cellular,21,may,28,11,-1,0,unknown,no
7664,28,management,single,tertiary,no,75,no,no,cellular,21,aug,342,2,-1,0,unknown,no
7665,37,admin.,married,secondary,no,400,yes,no,unknown,4,may,108,1,-1,0,unknown,no
7666,32,services,married,secondary,no,582,yes,no,cellular,5,jul,71,2,-1,0,unknown,no
7667,42,admin.,married,secondary,no,-1094,yes,yes,cellular,19,may,152,3,-1,0,unknown,no
7668,36,technician,married,secondary,no,637,yes,no,cellular,4,may,119,1,278,1,failure,no
7669,55,retired,married,secondary,no,205,no,no,cellular,14,jul,240,1,-1,0,unknown,no
7670,27,services,single,secondary,no,-457,yes,yes,cellular,22,feb,9,9,-1,0,unknown,no
7671,50,management,married,tertiary,no,641,yes,yes,cellular,13,feb,84,4,-1,0,unknown,no
7672,37,blue-collar,married,primary,no,254,yes,no,cellular,19,jul,14,3,-1,0,unknown,no
7673,26,management,single,tertiary,no,189,yes,no,cellular,9,may,51,1,-1,0,unknown,no
7674,25,management,single,tertiary,no,1206,yes,no,cellular,26,may,108,1,-1,0,unknown,no
7675,46,services,married,secondary,no,47,no,no,unknown,18,jun,205,1,-1,0,unknown,no
7676,32,management,married,tertiary,no,757,yes,no,unknown,5,may,61,13,-1,0,unknown,no
7677,42,technician,married,secondary,no,685,yes,no,cellular,8,may,213,1,-1,0,unknown,yes
7678,27,management,single,tertiary,no,822,no,no,cellular,28,aug,206,1,182,1,success,yes
7679,31,management,married,secondary,no,701,no,no,unknown,13,jun,235,3,-1,0,unknown,no
7680,26,management,single,tertiary,no,2469,no,no,cellular,16,may,29,7,141,1,other,no
7681,49,blue-collar,married,primary,no,577,yes,no,cellular,12,may,45,3,359,1,failure,no
7682,40,unemployed,married,secondary,no,-75,no,no,cellular,16,mar,505,2,-1,0,unknown,yes
7683,32,self-employed,single,secondary,no,-6,no,no,cellular,4,aug,18,18,-1,0,unknown,no
7684,44,blue-collar,married,secondary,no,130,yes,yes,cellular,15,feb,952,1,185,1,success,yes
7685,28,technician,married,secondary,no,741,no,no,cellular,4,may,251,1,184,1,success,yes
7686,44,blue-collar,married,secondary,no,2700,yes,no,cellular,20,apr,205,1,348,1,failure,no
7687,42,management,married,tertiary,no,698,yes,no,unknown,4,may,76,2,-1,0,unknown,no
7688,34,unemployed,married,secondary,no,137,yes,no,cellular,15,may,568,3,-1,0,unknown,no
7689,26,admin.,single,secondary,no,564,no,no,cellular,6,may,286,1,129,7,other,no
7690,37,services,married,secondary,no,298,yes,no,cellular,28,jan,90,1,-1,0,unknown,no
7691,57,management,married,secondary,no,583,no,no,cellular,6,jul,289,1,-1,0,unknown,no
7692,35,blue-collar,married,unknown,no,871,no,no,cellular,8,jul,1785,2,-1,0,unknown,yes
7693,41,unemployed,married,secondary,no,571,no,no,cellular,29,jan,88,1,-1,0,unknown,no
7694,31,self-employed,single,tertiary,no,763,yes,no,cellular,29,may,486,1,-1,0,unknown,yes
7695,35,admin.,single,unknown,no,995,no,no,cellular,30,mar,747,6,-1,0,unknown,yes
7696,36,blue-collar,married,primary,no,141,no,no,cellular,26,aug,1705,4,-1,0,unknown,yes
7697,39,blue-collar,married,secondary,no,759,no,no,cellular,4,jan,25,7,188,1,other,no
7698,30,services,single,secondary,no,479,yes,no,cellular,9,feb,7,6,-1,0,unknown,no
7699,38,management,married,tertiary,no,2449,no,no,cellular,20,jul,116,3,-1,0,unknown,no
7700,33,management,married,tertiary,no,726,yes,yes,cellular,4,feb,216,1,128,1,failure,no
7701,30,blue-collar,single,secondary,no,507,yes,no,cellular,5,feb,94,1,185,1,failure,no
7702,42,admin.,married,secondary,no,1926,yes,no,unknown,18,may,174,1,-1,0,unknown,no
7703,43,blue-collar,married,primary,no,841,no,no,cellular,16,aug,192,2,-1,0,unknown,no
7704,29,blue-collar,married,primary,no,125,no,no,cellular,12,feb,63,2,-1,0,unknown,no
7705,48,admin.,married,secondary,no,-87,yes,no,cellular,20,apr,92,1,355,1,failure,no
7706,46,services,married,secondary,no,-109,yes,no,cellular,4,jan,79,1,245,1,failure,no
7707,44,admin.,married,secondary,no,836,no,no,cellular,5,feb,195,2,-1,0,unknown,no
7708,43,blue-collar,married,secondary,no,915,yes,no,cellular,23,apr,191,1,183,1,failure,no
7709,51,management,married,tertiary,no,-76,yes,no,unknown,28,may,244,2,-1,0,unknown,no
7710,42,admin.,married,secondary,no,-48,yes,no,unknown,20,jun,135,3,-1,0,unknown,no
7711,51,entrepreneur,married,tertiary,no,316,no,yes,cellular,20,jul,215,1,-1,0,unknown,no
7712,55,admin.,married,secondary,no,125,no,no,telephone,29,jul,6,14,-1,0,unknown,no
7713,47,services,married,secondary,no,497,yes,yes,cellular,3,feb,189,1,-1,0,unknown,no
7714,49,management,married,tertiary,no,43,yes,no,unknown,20,may,7,2,-1,0,unknown,no
7715,26,admin.,married,secondary,no,-53,yes,yes,unknown,14,may,120,3,-1,0,unknown,no
7716,30,self-employed,married,secondary,no,480,no,no,cellular,17,aug,255,4,-1,0,unknown,no
7717,33,technician,single,secondary,no,2010,no,no,cellular,12,may,122,2,-1,0,unknown,no
7718,31,admin.,married,secondary,no,2954,no,no,cellular,5,aug,256,1,103,1,success,yes
7719,37,services,single,secondary,no,518,yes,no,cellular,5,may,44,1,364,1,failure,no
7720,55,management,married,tertiary,no,13428,no,no,cellular,12,aug,153,2,-1,0,unknown,no
7721,48,services,married,primary,no,40,no,no,cellular,4,jul,281,1,-1,0,unknown,no
7722,45,retired,married,tertiary,no,58,no,no,cellular,7,aug,79,4,-1,0,unknown,no
7723,37,admin.,married,secondary,no,1784,no,no,cellular,19,nov,37,2,-1,0,unknown,no
7724,37,blue-collar,single,secondary,no,-192,yes,no,cellular,19,nov,166,1,182,1,failure,no
7725,34,technician,married,secondary,no,59,yes,no,cellular,12,may,298,1,355,1,failure,no
7726,47,services,married,secondary,no,1506,no,no,cellular,20,aug,62,4,-1,0,unknown,no
7727,24,admin.,married,secondary,no,120,no,yes,unknown,3,jul,13,14,-1,0,unknown,no
7728,31,management,single,tertiary,no,852,yes,no,cellular,10,may,309,1,-1,0,unknown,no
7729,58,blue-collar,married,secondary,no,1036,no,no,cellular,14,aug,343,2,-1,0,unknown,no
7730,47,management,married,tertiary,no,239,no,no,cellular,1,jun,15,6,-1,0,unknown,no
7731,32,management,married,tertiary,no,3058,no,no,cellular,15,jul,248,4,-1,0,unknown,no
7732,41,blue-collar,married,primary,no,-16,yes,no,unknown,17,jun,572,4,-1,0,unknown,no
7733,31,self-employed,married,tertiary,no,194,yes,no,unknown,15,may,231,1,-1,0,unknown,no
7734,34,management,single,tertiary,no,-260,no,no,unknown,15,may,341,1,-1,0,unknown,yes
7735,59,unknown,married,secondary,no,2622,no,no,cellular,8,apr,143,2,-1,0,unknown,yes
7736,23,blue-collar,single,secondary,no,59,yes,no,unknown,14,may,72,1,-1,0,unknown,no
7737,37,self-employed,married,secondary,no,242,yes,no,cellular,31,jul,66,1,-1,0,unknown,no
7738,43,blue-collar,married,primary,no,-1,yes,no,unknown,14,may,265,1,-1,0,unknown,no
7739,34,blue-collar,married,primary,no,2044,yes,no,unknown,20,may,8,12,-1,0,unknown,no
7740,34,technician,single,secondary,no,343,no,no,unknown,9,jun,51,1,-1,0,unknown,no
7741,57,self-employed,married,tertiary,no,54,no,no,cellular,23,aug,78,14,-1,0,unknown,no
7742,60,management,married,tertiary,no,532,no,no,cellular,22,may,239,7,-1,0,unknown,no
7743,36,technician,married,secondary,no,141,yes,no,cellular,5,feb,127,1,154,7,failure,no
7744,53,blue-collar,married,secondary,no,716,yes,no,cellular,12,may,173,1,174,2,failure,no
7745,59,self-employed,married,tertiary,no,746,no,no,unknown,15,may,230,2,-1,0,unknown,no
7746,44,blue-collar,married,secondary,no,-562,no,no,unknown,27,jun,191,1,-1,0,unknown,no
7747,57,services,married,unknown,no,2377,no,no,cellular,15,nov,155,2,-1,0,unknown,no
7748,35,management,married,tertiary,no,241,yes,no,unknown,5,may,362,3,-1,0,unknown,no
7749,31,admin.,married,secondary,no,1171,yes,no,cellular,20,nov,1384,1,156,6,success,yes
7750,42,technician,married,tertiary,no,239,no,no,unknown,7,may,75,2,-1,0,unknown,no
7751,43,services,married,secondary,no,356,no,no,cellular,22,aug,250,4,-1,0,unknown,no
7752,35,management,married,tertiary,no,-53,no,no,cellular,23,aug,296,7,144,10,success,yes
7753,35,management,married,tertiary,no,618,no,yes,cellular,7,aug,597,3,-1,0,unknown,no
7754,39,management,single,tertiary,no,76,yes,no,unknown,12,may,114,3,-1,0,unknown,no
7755,33,management,single,tertiary,no,622,yes,no,cellular,3,feb,765,3,-1,0,unknown,no
7756,36,management,married,tertiary,no,1010,yes,no,cellular,17,sep,191,1,1,0,unknown,no
7757,37,technician,married,secondary,no,101,yes,no,unknown,6,may,387,1,-1,0,unknown,no
7758,26,admin.,single,secondary,no,-206,yes,no,unknown,19,jun,498,3,-1,0,unknown,no
7759,31,services,single,secondary,no,585,no,no,cellular,8,may,117,2,-1,0,unknown,no
7760,68,entrepreneur,married,tertiary,no,441,no,no,cellular,4,feb,184,2,-1,0,unknown,no
7761,41,management,married,tertiary,no,253,yes,no,unknown,9,may,107,2,-1,0,unknown,no
7762,29,admin.,single,secondary,no,150,no,no,cellular,20,aug,337,2,-1,0,unknown,no
7763,31,self-employed,single,secondary,no,-566,yes,no,unknown,7,jun,41,1,-1,0,unknown,no
7764,72,management,married,tertiary,no,60,no,no,cellular,18,jul,645,1,-1,0,unknown,yes
7765,45,unemployed,married,tertiary,no,188,no,no,cellular,9,apr,272,2,-1,0,unknown,no
7766,26,admin.,married,secondary,no,88,no,no,unknown,8,jun,98,2,-1,0,unknown,no
7767,36,admin.,married,secondary,no,36,yes,yes,cellular,8,may,788,1,355,1,failure,yes
7768,50,technician,married,secondary,no,590,yes,no,cellular,15,may,372,1,346,1,failure,no
7769,43,services,married,primary,no,-331,no,no,cellular,9,jul,88,3,-1,0,unknown,no
7770,56,management,married,tertiary,no,1331,no,no,cellular,17,apr,154,2,-1,0,unknown,no
7771,32,blue-collar,married,secondary,no,68,no,no,cellular,13,may,722,5,-1,0,unknown,yes
7772,33,blue-collar,married,secondary,no,21,no,yes,cellular,3,jul,265,3,-1,0,unknown,no
7773,33,management,single,secondary,no,282,yes,no,unknown,23,jul,2,1,-1,0,unknown,no
7774,31,technician,single,secondary,no,-67,yes,no,cellular,17,jul,298,1,-1,0,unknown,no
7775,33,management,single,secondary,no,459,no,no,unknown,8,may,98,2,-1,0,unknown,no
7776,69,blue-collar,married,secondary,no,170,no,no,cellular,28,may,122,8,179,1,failure,no
7777,38,self-employed,married,tertiary,no,386,yes,no,cellular,5,jul,1336,2,-1,0,unknown,yes
7778,39,management,married,tertiary,no,254,yes,no,cellular,9,aug,186,3,-1,0,unknown,no
7779,42,admin.,married,secondary,no,322,yes,yes,unknown,7,may,51,4,-1,0,unknown,no
7780,42,technician,married,secondary,no,877,no,no,cellular,12,aug,128,4,-1,0,unknown,no
7781,41,technician,married,secondary,no,-38,yes,no,cellular,12,aug,136,4,-1,0,unknown,no
7782,32,management,married,secondary,no,73,yes,no,unknown,13,may,76,6,-1,0,unknown,no
7783,28,management,single,tertiary,no,971,no,no,cellular,23,may,1872,1,94,6,success,yes
7784,45,technician,married,secondary,no,3860,yes,yes,unknown,13,jun,15,14,-1,0,unknown,no
7785,41,technician,single,unknown,no,457,no,no,cellular,8,feb,95,2,-1,0,unknown,no
7786,37,technician,married,secondary,no,218,no,no,cellular,4,mar,277,2,-1,0,unknown,yes
7787,32,management,married,tertiary,no,496,yes,no,cellular,7,may,86,8,266,1,failure,no
7788,52,technician,married,secondary,no,1264,yes,no,unknown,20,may,202,2,-1,0,unknown,no
7789,42,management,married,tertiary,no,23,no,no,cellular,16,sep,115,1,152,1,failure,no
7790,32,services,married,secondary,no,450,yes,no,cellular,3,may,1913,1,354,1,unknown,yes
7791,53,services,married,primary,no,1682,no,no,cellular,16,jul,110,1,-1,0,unknown,no
7792,49,technician,married,secondary,no,350,no,no,cellular,8,jul,279,2,-1,0,unknown,no
7793,27,services,single,secondary,no,1907,yes,yes,unknown,17,may,701,1,-1,0,unknown,no
7794,33,technician,single,secondary,no,436,yes,no,cellular,7,may,103,1,362,1,failure,no
7795,39,technician,married,tertiary,no,669,no,no,cellular,12,aug,218,1,104,1,success,yes
7796,39,services,married,secondary,no,39,no,no,cellular,7,apr,687,1,-1,0,unknown,no
7797,34,technician,married,secondary,no,1218,yes,no,cellular,4,may,355,4,-1,0,unknown,no
7798,28,blue-collar,married,primary,no,1831,yes,no,cellular,15,may,87,2,363,5,failure,no
7799,57,technician,married,secondary,no,270,no,no,cellular,15,aug,73,1,97,4,success,no
7800,31,management,single,tertiary,no,515,yes,no,cellular,8,may,73,1,95,6,failure,no
7801,39,self-employed,married,tertiary,no,579,no,no,unknown,20,jun,351,1,-1,0,unknown,no
7802,33,blue-collar,single,secondary,no,227,no,no,cellular,23,feb,6,1,-1,0,unknown,no
7803,49,management,married,tertiary,no,429,no,no,cellular,12,aug,74,4,-1,0,unknown,no
7804,57,services,married,secondary,no,898,no,no,cellular,17,nov,343,1,187,1,failure,no
7805,34,management,married,tertiary,no,82,yes,no,cellular,6,nov,297,3,-1,0,unknown,no
7806,35,blue-collar,married,primary,no,-158,yes,no,unknown,5,may,160,1,-1,0,unknown,no
7807,38,admin.,married,secondary,no,66,yes,no,cellular,14,aug,69,9,-1,0,unknown,no
7808,44,management,married,tertiary,no,227,yes,no,cellular,7,may,172,2,270,1,failure,no
7809,51,services,married,secondary,no,619,no,no,cellular,8,jul,227,2,-1,0,unknown,no
7810,44,technician,married,secondary,no,418,yes,no,unknown,14,jun,7,18,-1,0,unknown,no
7811,45,blue-collar,married,secondary,no,463,yes,yes,unknown,19,may,130,1,-1,0,unknown,no
7812,39,services,married,secondary,no,430,yes,no,cellular,3,jul,107,2,-1,0,unknown,no
7813,34,blue-collar,married,primary,no,-11,yes,yes,cellular,29,jul,24,5,-1,0,unknown,no
7814,29,services,married,secondary,no,611,yes,no,cellular,2,feb,173,1,134,1,failure,no
7815,31,services,single,unknown,no,597,no,no,unknown,19,jun,258,2,-1,0,unknown,no
7816,35,blue-collar,married,secondary,no,-16,yes,no,cellular,12,may,436,3,-1,0,unknown,no
7817,36,management,married,tertiary,no,-163,yes,yes,cellular,7,may,271,1,152,1,failure,no
7818,31,management,single,tertiary,no,2727,yes,no,cellular,8,may,284,1,98,6,success,no
7819,24,management,single,tertiary,no,847,no,yes,cellular,15,apr,80,1,130,1,failure,no
7820,51,admin.,married,secondary,no,-241,yes,no,cellular,4,may,315,2,-1,0,unknown,no
7821,44,admin.,married,secondary,no,252,no,yes,cellular,17,jul,8,19,-1,0,unknown,no
7822,33,management,single,secondary,no,443,no,no,cellular,5,feb,556,1,-1,0,unknown,yes
